Personal Data,,,,,,,,Endorsement Data,,,Electoral Data,,,Factchecking Columns,,,
Candidate,Incumbent,Open Primary,State,Primary Date,Office,District,Gender,Trump,E-PAC,Winning for Women,Primary %,Primary Outcome,Chance of Winning (Nov 3),"Checked? (not H, J, K, L)",,Man vs. Woman?,"Checked? inc. H, J, K, P"
Douglas Haggard,No,Yes,Texas,3/3/2020,Representative,22,Male,N/A,N/A,N/A,1,Lost,,,TexasRepresentative22,Yes,
Aaron Hermes,No,Yes,Texas,3/3/2020,Representative,22,Male,N/A,N/A,N/A,0,Lost,,,TexasRepresentative22,Yes,
Greg Hill,No,Yes,Texas,3/3/2020,Representative,22,Male,N/A,N/A,N/A,14,Lost,,,TexasRepresentative22,Yes,
Matt Hinton,No,Yes,Texas,3/3/2020,Representative,22,Male,N/A,N/A,N/A,0,Lost,,,TexasRepresentative22,Yes,
Dan Mathews,No,Yes,Texas,3/3/2020,Representative,22,Male,N/A,N/A,N/A,3,Lost,,,TexasRepresentative22,Yes,
Diana Miller,No,Yes,Texas,3/3/2020,Representative,22,Female,N/A,N/A,N/A,1,Lost,,,TexasRepresentative22,Yes,yes
Troy Nehls,No,Yes,Texas,3/3/2020,Representative,22,Male,N/A,N/A,N/A,40,Won,,,TexasRepresentative22,Yes,
Brandon Penko,No,Yes,Texas,3/3/2020,Representative,22,Male,N/A,N/A,N/A,0,Lost,,,TexasRepresentative22,Yes,
Shandon Phan,No,Yes,Texas,3/3/2020,Representative,22,Male,N/A,N/A,N/A,1,Lost,,,TexasRepresentative22,Yes,
Bangar Reddy,No,Yes,Texas,3/3/2020,Representative,22,Male,N/A,N/A,N/A,2,Lost,,,TexasRepresentative22,Yes,
Howard Steele,No,Yes,Texas,3/3/2020,Representative,22,Male,N/A,N/A,N/A,0,Lost,,,TexasRepresentative22,Yes,
Kathaleen Wall,No,Yes,Texas,3/3/2020,Representative,22,Female,N/A,N/A,N/A,19,Lost,,,TexasRepresentative22,Yes,yes
Joe Walz,No,Yes,Texas,3/3/2020,Representative,22,Male,N/A,N/A,N/A,1,Lost,,,TexasRepresentative22,Yes,
Alma Arredondo-Lynch,No,Yes,Texas,3/3/2020,Representative,23,Female,N/A,N/A,N/A,13,Lost,,,TexasRepresentative23,Yes,yes
Darwin Boedeker,No,Yes,Texas,3/3/2020,Representative,23,Male,N/A,N/A,N/A,2,Lost,,,TexasRepresentative23,Yes,
Tony Gonzales,No,Yes,Texas,3/3/2020,Representative,23,Male,Yes,N/A,N/A,28,Won,,yes,TexasRepresentative23,Yes,
"Cecil B. ""Burt"" Jones",No,Yes,Texas,3/3/2020,Representative,23,Male,N/A,N/A,N/A,4,Lost,,,TexasRepresentative23,Yes,
Jeff McFarlin,No,Yes,Texas,3/3/2020,Representative,23,Male,N/A,N/A,N/A,10,Lost,,,TexasRepresentative23,Yes,
Raul Reyes,No,Yes,Texas,3/3/2020,Representative,23,Male,No,N/A,N/A,23,Lost,,UPDATED,TexasRepresentative23,Yes,
Sharon Breckenridge Thomas,No,Yes,Texas,3/3/2020,Representative,23,Female,N/A,N/A,N/A,6,Lost,,,TexasRepresentative23,Yes,yes
Alía Ureste,No,Yes,Texas,3/3/2020,Representative,23,Female,N/A,N/A,N/A,3,Lost,,,TexasRepresentative23,Yes,yes
Ben Van Winkle,No,Yes,Texas,3/3/2020,Representative,23,Male,N/A,N/A,N/A,11,Lost,,,TexasRepresentative23,Yes,
Sunny Chaparala,No,Yes,Texas,3/3/2020,Representative,24,Female,No,No,No,6,Lost,,,TexasRepresentative24,Yes,yes
David Fegan,No,Yes,Texas,3/3/2020,Representative,24,Male,No,No,No,21,Lost,,,TexasRepresentative24,Yes,
Jeron Liverman,No,Yes,Texas,3/3/2020,Representative,24,Male,No,No,No,4,Lost,,,TexasRepresentative24,Yes,
Desi Maes,No,Yes,Texas,3/3/2020,Representative,24,Male,No,No,No,6,Lost,,,TexasRepresentative24,Yes,
Beth Van Duyne,No,Yes,Texas,3/3/2020,Representative,24,Female,Yes,Yes,Yes,64,Won,,yes,TexasRepresentative24,Yes,yes
Keith Neuendorff,No,No,Texas,3/3/2020,Representative,25,Male,No,N/A,N/A,12,Lost,,,TexasRepresentative25,No,
Roger Williams,Yes,No,Texas,3/3/2020,Representative,25,Male,Yes,N/A,N/A,88,Won,,yes,TexasRepresentative25,No,
Michael Armstrong,No,No,Texas,3/3/2020,Representative,26,Male,No,N/A,N/A,8,Lost,,,TexasRepresentative26,No,
Michael C. Burgess,Yes,No,Texas,3/3/2020,Representative,26,Male,Yes,N/A,N/A,74,Won,,yes,TexasRepresentative26,No,
Jason Mrochek,No,No,Texas,3/3/2020,Representative,26,Male,No,N/A,N/A,7,Lost,,,TexasRepresentative26,No,
Jack Wyman,No,No,Texas,3/3/2020,Representative,26,Male,No,N/A,N/A,11,Lost,,,TexasRepresentative26,No,
Michael Cloud,Yes,No,Texas,3/3/2020,Representative,27,Male,N/A,N/A,N/A,100,Won,,,TexasRepresentative27,No,
Sandra Whitten,No,Yes,Texas,3/3/2020,Representative,28,Female,N/A,N/A,N/A,100,Won,,,TexasRepresentative28,No,yes
Jaimy Blanco,No,Yes,Texas,3/3/2020,Representative,29,Female,N/A,N/A,N/A,57,Won,,,TexasRepresentative29,Yes,yes
Robert Schafranek,No,Yes,Texas,3/3/2020,Representative,29,Male,N/A,N/A,N/A,43,Lost,,,TexasRepresentative29,Yes,
Tre Pennie,No,Yes,Texas,3/3/2020,Representative,30,Male,N/A,N/A,N/A,100,Won,,,TexasRepresentative30,No,
John Carter,Yes,No,Texas,3/3/2020,Representative,31,Male,Yes,N/A,N/A,82,Won,,yes,TexasRepresentative31,No,
Abhiram Garapati,No,No,Texas,3/3/2020,Representative,31,Male,No,N/A,N/A,4,Lost,,,TexasRepresentative31,No,
Christopher Wall,No,No,Texas,3/3/2020,Representative,31,Male,No,N/A,N/A,5,Lost,,,TexasRepresentative31,No,
Mike Williams,No,No,Texas,3/3/2020,Representative,31,Male,No,N/A,N/A,9,Lost,,,TexasRepresentative31,No,
Genevieve Collins,No,Yes,Texas,3/3/2020,Representative,32,Female,N/A,Yes,Yes,53,Won,,,TexasRepresentative32,Yes,yes
Jon Hollis,No,Yes,Texas,3/3/2020,Representative,32,Male,N/A,No,No,4,Lost,,,TexasRepresentative32,Yes,
Floyd McLendon,No,Yes,Texas,3/3/2020,Representative,32,Male,N/A,No,No,34,Lost,,,TexasRepresentative32,Yes,
Mark Sackett,No,Yes,Texas,3/3/2020,Representative,32,Male,N/A,No,No,4,Lost,,,TexasRepresentative32,Yes,
Jeff Tokar,No,Yes,Texas,3/3/2020,Representative,32,Male,N/A,No,No,4,Lost,,,TexasRepresentative32,Yes,
Fabian Cordova Vasquez,No,Yes,Texas,3/3/2020,Representative,33,Male,N/A,N/A,N/A,100,Won,,,TexasRepresentative33,No,
Rey Gonzalez,No,Yes,Texas,3/3/2020,Representative,34,Male,N/A,N/A,N/A,56,Won,,,TexasRepresentative34,No,
Rod Lingsch,No,Yes,Texas,3/3/2020,Representative,34,Male,N/A,N/A,N/A,44,Lost,,,TexasRepresentative34,No,
"William ""Guillermo"" Hayward",No,Yes,Texas,3/3/2020,Representative,35,Male,N/A,N/A,N/A,34,Lost,,,TexasRepresentative35,Yes,
Nick Moutos,No,Yes,Texas,3/3/2020,Representative,35,Male,N/A,N/A,N/A,29,Lost,,,TexasRepresentative35,Yes,
Jenny Garcia Sharon,No,Yes,Texas,3/3/2020,Representative,35,Female,N/A,N/A,N/A,37,Won,,,TexasRepresentative35,Yes,yes
Brian Babin,Yes,No,Texas,3/3/2020,Representative,36,Male,Yes,N/A,N/A,90,Won,,yes,TexasRepresentative36,No,
RJ Boatman,No,No,Texas,3/3/2020,Representative,36,Male,No,N/A,N/A,10,Lost,,,TexasRepresentative36,No,
